title_1|artist_1|album_1|row_number_1|fingerprint|title_2|artist_2|album_2|row_number_2|similarities|score
"Tanz der SchwÃ¤ne (aus ""Schwanensee"") (Sommernachtstraum)"|ÐŸÑ‘Ñ‚Ñ€ Ð˜Ð»ÑŒÐ¸Ñ‡ Ð§Ð°Ð¹ÐºÐ¾Ð²ÑÐºÐ¸Ð¹|Sommernachtstraum|6796|3532|"ÐŸÑ‘Ñ‚Ñ€ Ð˜Ð»ÑŒÐ¸Ñ‡ Ð§Ð°Ð¹ÐºÐ¾Ð²ÑÐºÐ¸Ð¹ - Tanz der SchwÃ¤ne (aus ""Schwanensee"")"|nan|Sommernachtstraum|10905|[53.9993954438185, 73.99917153412164, 0.0, 0.0, 96.6626730039674, 96.6626730039674]|0.9810829597712024
"Tanz der SchwÃ¤ne (aus ""Schwanensee"") (Sommernachtstraum)"|ÐŸÑ‘Ñ‚Ñ€ Ð˜Ð»ÑŒÐ¸Ñ‡ Ð§Ð°Ð¹ÐºÐ¾Ð²ÑÐºÐ¸Ð¹|Sommernachtstraum|6796|3532|"006-Tanz der Schwane (aus ""Schwanensee"")"|  |Sommernachtstraum (2002)|12002|[71.97584669079102, 67.97718854130262, 3.2967995396436067, 0.0, 80.23001859329294, 84.09652551345162]|0.9516451742108941
"Tanz der SchwÃ¤ne (aus ""Schwanensee"") (Sommernachtstraum)"|ÐŸÑ‘Ñ‚Ñ€ Ð˜Ð»ÑŒÐ¸Ñ‡ Ð§Ð°Ð¹ÐºÐ¾Ð²ÑÐºÐ¸Ð¹|Sommernachtstraum|6796|3532|"Tanz der SchwÃ¤ne (aus ""Schwanensee"") - Sommernachttstraum"|ÐŸÑ‘Ñ‚Ñ€ Ð˜Ð»ÑŒÐ¸Ñ‡ Ð§Ð°Ð¹ÐºÐ¾Ð²ÑÐºÐ¸Ð¹|nan|15962|[95.99892523345511, 98.99889164700058, 99.96645373720975, 99.96645373720975, 9.023767278119472, 9.023767278119472]|0.2688863033933071
"ÐŸÑ‘Ñ‚Ñ€ Ð˜Ð»ÑŒÐ¸Ñ‡ Ð§Ð°Ð¹ÐºÐ¾Ð²ÑÐºÐ¸Ð¹ - Tanz der SchwÃ¤ne (aus ""Schwanensee"")"|nan|Sommernachtstraum|10905|3532|"006-Tanz der Schwane (aus ""Schwanensee"")"|  |Sommernachtstraum (2002)|12002|[59.97987224232585, 75.97450484027941, 0.0, 0.0, 80.23001859329294, 84.09652551345162]|0.9403390989981674
012-Mi serenata|Edgardo Donato|1933-1941 (Coleccion 78 RPM) (2004)|6810|3540|Mi serenata|Edgardo Donato|1933-1941 (ColecciÃ³n 78 RPM)|9461|[75.58173153920161, 75.58173153920161, 93.9189937374782, 93.9189937374782, 83.74568540138843, 88.73054762766155]|0.9943159492638963
Rosanna Rocci - Ciao Bello (Viva la Vita)|nan|Das fÃ¼hlt sich gut an|6811|5687|Ciao Bello (Viva la Vita)|Rosanna Rocci|Das fÃ¼hlt sich gut an|10931|[75.4879160280695, 76.48117808107042, 11.27970909764934, 11.27970909764934, 98.77226600969315, 98.77226600969315]|0.9960016558957262
Rosanna Rocci - Ciao Bello (Viva la Vita)|nan|Das fÃ¼hlt sich gut an|6811|5687|Ciao Bello (Viva la Vita) (Das fÃ¼hlt sich gut an)|Rosanna Rocci|fÃ¼hlt sich gut an|11503|[54.98489405365153, 61.982971478661725, 11.27970909764934, 11.27970909764934, 87.54086497974367, 86.56818870219097]|0.9237549914785069
Ciao Bello (Viva la Vita)|Rosanna Rocci|Das fÃ¼hlt sich gut an|10931|5687|Ciao Bello (Viva la Vita) (Das fÃ¼hlt sich gut an)|Rosanna Rocci|fÃ¼hlt sich gut an|11503|[66.54855755106128, 68.5350816570631, 92.57264217856661, 92.57264217856661, 87.54086497974367, 86.56818870219097]|0.9883508948490066
KAMIJO - Garlic|nan|Symphony of The Vampire|6814|9755|Garlic (Symphony of The Vampire)|KAMIIJO|Symphony of The Vampire|18911|[24.705536222435537, 44.660007786710395, 0.0, 9.023767278119472, 98.99481642553664, 98.99481642553664]|0.7910524747048866
Meen Time|DJ Hazard|FabricLive 65: DJ Hazard|6817|5353|DJ Hazard - Time Meen|nan|FabricLive 65: DJ Hazard|8659|[27.545136688687645, 53.42087115381846, 7.670202186401552, 7.670202186401552, 99.17702529509799, 99.17702529509799]|0.8783822865777496
Meen Time|DJ Hazard|FabricLive 65: DJ Hazard|6817|5353|022-Meen Time|DJ Hazard|FabricLive 65: DJ Hazard (2012)|10310|[68.4454911658299, 68.4454911658299, 83.47011117784135, 83.47011117784135, 86.28401200673525, 89.2593227655882]|0.9888849554623984
Meen Time|DJ Hazard|FabricLive 65: DJ Hazard|6817|5353|Meen Time (FabricLive 65: DJ Hazard)|DJ Hazard|FabricLive 65: DJ Hazard|14849|[33.38804447113654, 35.892147806471776, 83.47011117784135, 83.47011117784135, 99.17702529509799, 99.17702529509799]|0.9142310998325219
DJ Hazard - Time Meen|nan|FabricLive 65: DJ Hazard|8659|5353|022-Meen Time|DJ Hazard|FabricLive 65: DJ Hazard (2012)|10310|[32.40042476249831, 57.3950381507113, 7.670202186401552, 7.670202186401552, 86.28401200673525, 89.2593227655882]|0.7629080934353
DJ Hazard - Time Meen|nan|FabricLive 65: DJ Hazard|8659|5353|Meen Time (FabricLive 65: DJ Hazard)|DJ Hazard|FabricLive 65: DJ Hazard|14849|[31.520141541744714, 71.90532289210513, 7.670202186401552, 7.670202186401552, 99.17702529509799, 99.17702529509799]|0.9567923009563758
022-Meen Time|DJ Hazard|FabricLive 65: DJ Hazard (2012)|10310|5353|Meen Time (FabricLive 65: DJ Hazard)|DJ Hazard|FabricLive 65: DJ Hazard|14849|[34.25187760606965, 39.806236136783646, 83.47011117784135, 83.47011117784135, 86.28401200673525, 89.2593227655882]|0.7951288509065217
Aborted - Eructations of Carnal Artistry|nan|Global Flatline|6834|3551|014-Eructations of Carnal Artistry|Aborted|Global Flatline (2012)|17159|[83.90644288758104, 85.90421533728535, 0.0, 9.023767278119472, 76.96724746220302, 81.7183121203637]|0.9850331689753343
Bill Nelson - Solid Spaces|nan|Simplex|6842|3804|Solid Spaces (Simplex)|Bill Nelson|Simplex|7311|[49.38613300484658, 72.103754187076, 6.316637094683631, 13.084462553273235, 75.34030360583935, 75.34030360583935]|0.8045407717228574
Vodevil (The Golden Age of Grotesque)|Marilyn Manson|The Golden Age of Grotesque|6845|3557|Marily nManson - Vodevil|nan|The Golden Age of Grotesque|11918|[29.7531075885294, 45.62143163574508, 15.791592736709076, 15.791592736709076, 99.54834190573874, 99.54834190573874]|0.8632751024432539
Tiny Toon Adventures; Unknown (Best of Nintendo Music, Volume 1)|è¿‘è—¤æµ©æ²»|Best of Nintendo Music, Volume 1|6850|3561|Tiny - è¿‘è—¤æµ©æ²» Toon Adventures; Unknown|nan|Best of Nintendo Music, Volume 1|11898|[53.99186041394484, 63.99035308319389, 0.0, 0.0, 99.8338442726826, 99.8338442726826]|0.9780136538926238
New Orleans Stomp|Louis Armstrong|Satchmo|6865|7487|Louis New - Armstrong Orleans Stomp|nan|Satchmo|9333|[62.8307374525788, 65.73061764269782, 4.96307200296571, 9.92614400593142, 75.34030360583935, 75.34030360583935]|0.8505510352388775
New Orleans Stomp|Louis Armstrong|Satchmo|6865|7487|New Orleans Stomp (Satchmo)|Louis Armstrong|Satchmo|12325|[74.4302582130549, 78.29676513321358, 95.0212931632136, 95.0212931632136, 75.34030360583935, 75.34030360583935]|0.983235278165515
New Orleans Stomp|Louis Armstrong|Satchmo|6865|7487|015-New Orleans Stomp|Louis Armstrong|Satchmo (unknown)|14477|[86.02977897353098, 86.02977897353098, 95.0212931632136, 95.0212931632136, 43.69737609138682, 48.217794307737186]|0.8607577880114711
Louis New - Armstrong Orleans Stomp|nan|Satchmo|9333|7487|New Orleans Stomp (Satchmo)|Louis Armstrong|Satchmo|12325|[54.75158804815631, 58.73352172438585, 4.96307200296571, 9.92614400593142, 75.34030360583935, 75.34030360583935]|0.7285704647456736
Louis New - Armstrong Orleans Stomp|nan|Satchmo|9333|7487|015-New Orleans Stomp|Louis Armstrong|Satchmo (unknown)|14477|[60.08526981395086, 65.995296353028, 4.96307200296571, 9.92614400593142, 43.69737609138682, 48.217794307737186]|0.1682361081128015
New Orleans Stomp (Satchmo)|Louis Armstrong|Satchmo|12325|7487|015-New Orleans Stomp|Louis Armstrong|Satchmo (unknown)|14477|[69.93531404574608, 72.89032731528465, 95.0212931632136, 95.0212931632136, 43.69737609138682, 48.217794307737186]|0.5900892771345974
008-Don't Cry Tonight|Savage|Spirit of Disco 1 (2004)|6866|3569|Don't Cry Tonight|Savage|Spirit of Disco 1|8426|[86.02977897353098, 86.02977897353098, 69.8805788087798, 69.8805788087798, 80.23001859329294, 84.09652551345162]|0.995737812363137
008-Don't Cry Tonight|Savage|Spirit of Disco 1 (2004)|6866|3569|Don't Cry Tonight (Spirit of Disco 1)|Savaeg|Spirit of Disco 1|16561|[58.115260967591816, 63.04028308348943, 58.000880411287234, 58.000880411287234, 80.23001859329294, 84.09652551345162]|0.9406839667842662
Don't Cry Tonight|Savage|Spirit of Disco 1|8426|3569|Don't Cry Tonight (Spirit of Disco 1)|Savaeg|Spirit of Disco 1|16561|[60.89748399249946, 62.8307374525788, 58.000880411287234, 58.000880411287234, 96.6626730039674, 96.6626730039674]|0.9887858672084967
Only Teardrops|Emmelie de Forest|Only Teardrops|6869|8031|Only Teardrops|Emmelie de Forest|Only Teardrops|15555|[93.9189937374782, 93.9189937374782, 96.6626730039674, 96.6626730039674, 93.9189937374782, 93.9189937374782]|1.0
Only Teardrops|Emmelie de Forest|Only Teardrops|6869|8031|001-Only Teardrops|Emmelie de Forest|Only Teardrops (2013)|17040|[82.64871448898083, 82.64871448898083, 96.6626730039674, 96.6626730039674, 75.13519498998257, 79.83114467685648]|0.992955035744905
Only Teardrops|Emmelie de Forest|Only Teardrops|15555|8031|001-Only Teardrops|Emmelie de Forest|Only Teardrops (2013)|17040|[82.64871448898083, 82.64871448898083, 96.6626730039674, 96.6626730039674, 75.13519498998257, 79.83114467685648]|0.992955035744905
011-Prayin' the Blues, Part 2|Ron Levy's Wilhd Kingdom|B-3 Blues and Grooves (unknown)|6874|3574|Prayin' the Blues, Part 2|Ron Levy's Wild Kingdom|B-3 Blues and Grooves|7629|[92.37337092908506, 91.38010887608414, 97.01492009702591, 97.01492009702591, 79.7853582775413, 82.74037154707987]|0.9981440581590056
Hearts on the Highway (The Mystery)|Brendan Quinn|The Mystery|6875|3712|Hearts on the Highway|Brendan Quin|The Mystery|7133|[73.87533173846417, 76.83034500800274, 87.2910764842164, 87.2910764842164, 88.9196841637666, 88.9196841637666]|0.9952957823506952
049-Le bal popu|Eric Gemsa & Dominique Vernhes|I love Paris (unknown)|6878|3576|Le bal popu|Eric Gemsa & Dominique Vernhes|I love Paris|11716|[75.58173153920161, 75.58173153920161, 99.75212478233337, 99.75212478233337, 64.55902531645171, 68.19615350329407]|0.9557063703014123
Crisis|å°å¡šè‰¯å¤ª|Shin Megami Tensei IV Original Soundtrack|6885|3581|å°å¡šè‰¯å¤ª - Crisis|nan|Shin Megami Tensei IV Original Soundtrack|10886|[30.747454675863114, 60.09729777555063, 0.0, 0.0, 99.97253464300279, 99.97253464300279]|0.9211650168130673
Crisis|å°å¡šè‰¯å¤ª|Shin Megami Tensei IV Original Soundtrack|6885|3581|Crisis (Shin Megami Tensei IV Original Soundtrack)|å°å¡šè‰¯å¤ª|Shin Megami Tensei IV Original Soundtrack|12029|[14.67492154984376, 15.373727337931557, 90.92820467105875, 90.92820467105875, 99.97253464300279, 99.97253464300279]|0.6440828264898991
å°å¡šè‰¯å¤ª - Crisis|nan|Shin Megami Tensei IV Original Soundtrack|10886|3581|Crisis (Shin Megami Tensei IV Original Soundtrack)|å°å¡šè‰¯å¤ª|Shin Megami Tensei IV Original Soundtrack|12029|[16.74507519405188, 24.62511057948806, 0.0, 0.0, 99.97253464300279, 99.97253464300279]|0.4976979694836855
Diabla - From Saturday to Sunday, Volume 3|Funk  D'Void|nan|6886|6292|Diabla (From Saturday to Sunday, Volume 3)|Funk D'Void|From Saturday to Sunday, Volume 3|12083|[94.97863760420302, 99.97751326758213, 85.36289679721594, 88.9196841637666, 4.96307200296571, 4.96307200296571]|0.16616301893680813
Funk D'Void - Diabla|nan|From Saturday to Sunday, Volume 3|10671|6292|Diabla (From Saturday to Sunday, Volume 3)|Funk D'Void|From Saturday to Sunday, Volume 3|12083|[22.578740305559112, 48.10253369445202, 6.316637094683631, 6.316637094683631, 99.86396319624521, 99.86396319624521]|0.8208481568518637
019ThisIsIt|Simple Minds|Graffiti Soul Tour 2009: Live in Firenze: 05.11.2009|6896|5134|Simple Minds - This Is It|unknown|Graffiti Soul Tour 2009: Live in Firenze: 05.11.2009|9889|[39.12466103205731, 31.121889457318314, 8.28743339664233, 8.28743339664233, 99.99695675169916, 99.99695675169916]|0.8232688199171158
Aaron Tippin - That's as Close as I'll Get to Loving You|nan|Country Love Songs|6897|3588|006-That's as Close as I'll Get to Loving You|Aaron Tippin|Country Love Songs (2001)|13920|[82.98975698626082, 84.98951016665264, 12.182085825461288, 12.182085825461288, 81.70480731442743, 85.59551242463826]|0.9907346363641717
1.6|KK Null|Ergosphere|6900|3590|1Y.6 (Ergosphere)|KK Null|Ergosphere|7527|[13.535650917179208, 14.88921600889713, 75.34030360583935, 75.34030360583935, 86.46647167633873, 86.46647167633873]|0.23814035968901637
009-Don Quixote|Bjorn Afzelius|Afzelius, Bygren & Rastam (2005)|6903|3609|Don Quixote|BjÃ¶r nAfzelius|Afzelius, Bygren & RÃ¥stam|11677|[75.58173153920161, 75.58173153920161, 77.95276480210691, 55.41220630511214, 82.54212515307685, 87.51454233097306]|0.990985532318677
Supertramp - Your Poppa Don't Mind|nan|Indelibly Stamped|6907|3594|001-Your Poppa Don't Mind|Supertramp|Indelibly Stamped (1971)|16578|[74.49465397506859, 73.50139192206767, 6.767825458589604, 6.767825458589604, 80.23001859329294, 84.09652551345162]|0.9690497980560403
Alexander Kluge - Ein Liebesversuch|nan|Chronik der GefÃ¼hle|6908|9488|Ein Liebesversuch (Chronik der GefÃ¼hle)|Alexander Kluge|chronik der gefÃ¼hle|13881|[44.958965311550045, 71.93434449848007, 9.92614400593142, 9.92614400593142, 88.35159250001392, 98.16843611112658]|0.9585557982921095
Alexander Kluge - Ein Liebesversuch|nan|Chronik der GefÃ¼hle|6908|9488|Ein Liebesversuch|Alexander Kluge|Chronik der GefÃ¼hle|18400|[62.8307374525788, 65.73061764269782, 9.92614400593142, 9.92614400593142, 98.16843611112658, 98.16843611112658]|0.9861795501652365
Ein Liebesversuch - Chronik der GefÃ¼hle|Alexander Kluge|nan|9307|9488|Ein Liebesversuch (Chronik der GefÃ¼hle)|Alexander Kluge|chronik der gefÃ¼hle|13881|[94.96813105034926, 99.96645373720975, 95.0212931632136, 95.0212931632136, 4.060695275153763, 4.511883639059736]|0.17013602338674702
Ein Liebesversuch (Chronik der GefÃ¼hle)|Alexander Kluge|chronik der gefÃ¼hle|13881|9488|Ein Liebesversuch|Alexander Kluge|Chronik der GefÃ¼hle|18400|[57.99760380238043, 61.86411072253913, 95.0212931632136, 95.0212931632136, 88.35159250001392, 98.16843611112658]|0.9876318769439046
Hank Ballard and The Midnighters - Come on and Get It|nan|Nothing but Good: 1952-1962|8160|4228|015-Come on and Get It|Hank Ballard and The Midnighters|Nothing but Good: 1952-1962 (2009)|13268|[50.373855664943505, 51.36157832504044, 7.670202186401552, 7.670202186401552, 88.59802429610747, 90.58899113422225]|0.8768315479929203
Bring It Back|ATB|Two Worlds|6912|5428|ATB - Bring It Back|nan|Two Worlds|7074|[74.98384016463895, 80.53819869535295, 0.0, 14.88921600889713, 86.46647167633873, 86.46647167633873]|0.9864895356728085
Bring It Back|ATB|Two Worlds|6912|5428|Bring It Back (Two Worlds)|ATB|Two Worlds|8802|[62.02367025963963, 64.80084952499662, 45.11883639059736, 45.11883639059736, 86.46647167633873, 86.46647167633873]|0.9662617269394165
Bring It Back|ATB|Two Worlds|6912|5428|008-Bring It Back|TAB|Two Worlds (2001)|10435|[80.53819869535295, 80.53819869535295, 30.229620381700233, 30.229620381700233, 63.98518904049066, 69.17317734107098]|0.9366652587488183
ATB - Bring It Back|nan|Two Worlds|7074|5428|Bring It Back (Two Worlds)|ATB|Two Worlds|8802|[56.7024952323424, 61.59064137306157, 0.0, 14.88921600889713, 86.46647167633873, 86.46647167633873]|0.9194335855686985
ATB - Bring It Back|nan|Two Worlds|7074|5428|008-Bring It Back|TAB|Two Worlds (2001)|10435|[75.39688494309456, 79.26339186325326, 0.0, 14.88921600889713, 63.98518904049066, 69.17317734107098]|0.8879938180285921
Bring It Back (Two Worlds)|ATB|Two Worlds|8802|5428|008-Bring It Back|TAB|Two Worlds (2001)|10435|[57.99760380238043, 60.89748399249946, 30.229620381700233, 30.229620381700233, 63.98518904049066, 69.17317734107098]|0.6436304367274607
The Althea Gibson/Robert Kwennedy Middle School Orchestra, Mov. 2: The Middle of the Morning|Friedberger|Good-Bye Forever|6913|3596|The Althea Gibson/Robert Kennedy Middle School Orchestra, Mov. 2: The Middle of the Morning (Good-Bye Forever)|Matthew Friedberger|Good-Bye Forever|16071|[89.99999908119354, 90.99999907098457, 64.91136943954963, 64.91136943954963, 95.92377960216338, 95.92377960216338]|0.9993529517889792
LocuÃ§Ã£o (Gadnaia)|Jorge MoisÃ©s|Gandaia|6914|7566|LocuÃ§Ã£o|Jorge MoisÃ©s|Gandaia|10554|[53.42087115381846, 46.743262259591155, 92.57264217856661, 92.57264217856661, 75.34030360583935, 75.34030360583935]|0.8052145792318867
Interview 1 - Blueprint 2 Success - The Mixtape, Volume 1|Eric Thomas|nan|6916|9425|Interview 1 (Blueprint 2 Success - The Mixtape, Volume 1)|Eric Thomas|Blueprint 2 Success - The Mixtape, Volume 1|8304|[95.99892523345511, 99.99888045151573, 88.9196841637666, 88.9196841637666, 4.060695275153763, 4.060695275153763]|0.16325576136521625
Interview 1 (Blueprint 2 Success - The Mixtape, Volume 1)|Eric Thomas|Blueprint 2 Success - The Mixtape, Volume 1|8304|9425|Eric Thomas - Interview 1|nan|Blueprint 2 Success - The Mixtape, Volume 1|16983|[28.804599537026522, 52.64288880904847, 6.316637094683631, 6.316637094683631, 99.98158942063324, 99.98158942063324]|0.8881121192997343
Don't Become the Thing You Hated|Destroyer|Your Blues|6917|5326|008-Don't Becomet he Thing You Hated|Destroyer|Your Blues (2004)|10257|[90.84879828814117, 84.85876763178021, 83.47011117784135, 83.47011117784135, 63.98518904049066, 69.17317734107098]|0.9837994546019794
Tritonis|Dave|Take Five|6920|3599|Tritonis (Take Five)|Dave Brubeck|Take Five|18173|[45.49189847430465, 49.48241588433137, 27.533551794138923, 27.533551794138923, 83.47011117784135, 83.47011117784135]|0.7710183424930194
Tritonis|Dave|Take Five|6920|3599|Dave rBubeck - Tritonis|nan|Take Five|18379|[41.50138106427792, 43.89569151029396, 13.084462553273235, 13.084462553273235, 83.47011117784135, 83.47011117784135]|0.6343858289170242
Tritonis (Take Five)|Dave Brubeck|Take Five|18173|3599|Dave rBubeck - Tritonis|nan|Take Five|18379|[36.322321361116835, 65.77285219445481, 5.865448730777657, 5.865448730777657, 83.47011117784135, 83.47011117784135]|0.7845134206978537
014-Goodbye Mr A (radio edit)|nan|Epic (2010)|6932|4266|The Hoosiers - Goodbye Mr A (radio edit)|nan|Epipc|8238|[74.77293339409681, 72.77898850358756, 45.11883639059736, 45.11883639059736, 31.606027941427882, 36.03087185322779]|0.2031941696481421
The Bridge Is Over (45 Live: A Classic Rap Mix)|Boogie Down Productions|45 Live: A Classic Rap Mix|6938|3608|Boogie Down Productions - The Bridge Is Over|nan|45 Live: A Classic Rap Mix|13050|[39.99397067699618, 50.99231261317013, 6.767825458589604, 6.767825458589604, 99.44834355792392, 99.44834355792392]|0.9237258715886238
Max P & Madda - You Gotta Try|nan|Focus on the 90s|6939|8277|You Gotta Try (Focus on the 90s)|Max P & Madda|Focus on the 90s|16073|[42.86981514594884, 54.83348448900433, 5.414260366871684, 6.316637094683631, 95.92377960216338, 95.92377960216338]|0.9192198971151514
September Times|Pierre SwÃ¤rd|Organ Jazz'n Soul|6941|3610|September Times (Organ Jazz'n Soul)|Poierre SwÃ¤rd|Organ Jazz'n Soul|10612|[57.012775897928165, 58.91320176119243, 88.86973649142395, 88.86973649142395, 96.6626730039674, 96.6626730039674]|0.9888659075424273
